Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,69.239998,69.239998,68.050003,68.660004,62.520519,10473200
2017-01-04,68.660004,69.629997,68.599998,69.059998,62.884735,7918000
2017-01-05,68.430000,69.330002,68.120003,69.209999,63.021332,7099200
2017-01-06,68.410004,68.500000,68.010002,68.260002,62.156273,9491100
2017-01-09,68.330002,68.800003,68.320000,68.709999,62.566029,8685200
2017-01-10,68.639999,69.269997,68.220001,68.230003,62.128967,10256500
2017-01-11,68.199997,68.620003,68.190002,68.529999,62.402142,6697600
2017-01-12,68.360001,68.559998,67.919998,67.970001,61.892220,6544900
2017-01-13,67.980003,68.019997,67.080002,67.129997,61.127316,10012500
2017-01-17,68.099998,69.290001,68.059998,68.419998,62.301979,13167500
2017-01-18,67.879997,68.110001,67.540001,68.110001,62.019699,7321500
2017-01-19,68.129997,68.190002,67.480003,67.620003,61.573509,6821100
2017-01-20,67.739998,67.830002,67.019997,67.180000,61.172848,12054700
2017-01-23,67.010002,67.180000,66.559998,66.650002,60.690235,7951400
2017-01-24,66.889999,67.410004,66.660004,67.400002,61.373192,10710600
2017-01-25,67.519997,67.730003,66.790001,66.889999,60.908783,8722900
2017-01-26,67.129997,67.220001,66.620003,66.730003,60.763100,6504100
2017-01-27,66.860001,66.970001,65.279999,65.660004,59.788776,13433600
2017-01-30,65.629997,66.480003,65.629997,66.419998,60.480816,8641500
2017-01-31,66.209999,66.889999,65.879997,66.739998,60.772194,9320900
2017-02-01,66.459999,66.709999,66.040001,66.230003,60.307800,9050000
2017-02-02,66.339996,67.139999,66.339996,66.699997,60.735771,8998700
2017-02-03,66.820000,66.930000,66.440002,66.500000,60.553650,7625300
2017-02-06,66.370003,66.860001,66.370003,66.400002,60.462608,9097200
2017-02-07,66.559998,67.000000,66.510002,66.889999,60.908783,5805700
2017-02-08,66.889999,67.820000,66.889999,67.809998,61.746510,7660800
2017-02-09,67.809998,69.139999,67.750000,69.080002,62.902958,11080500
2017-02-10,68.250000,68.599998,67.760002,68.019997,61.937748,12445600
2017-02-13,68.320000,68.650002,67.559998,67.769997,61.710075,8374300
2017-02-14,67.879997,68.680000,67.709999,68.660004,62.520519,8462300
2017-02-15,67.800003,68.709999,67.760002,68.690002,62.547829,8563300
2017-02-16,68.669998,69.239998,68.610001,68.870003,62.711731,8413800
2017-02-17,68.830002,69.790001,68.690002,69.370003,63.167019,12837400
2017-02-21,71.209999,72.279999,70.699997,71.449997,65.061043,22412900
2017-02-22,72.250000,72.370003,71.480003,71.709999,65.297783,15242700
2017-02-23,72.000000,72.500000,71.160004,71.309998,64.933540,12799700
2017-02-24,71.339996,72.800003,71.300003,72.389999,65.916992,13889900
2017-02-27,72.279999,72.419998,71.529999,71.739998,65.325104,9254700
2017-02-28,70.870003,71.000000,70.000000,70.930000,64.587532,15952600
2017-03-01,70.970001,71.080002,70.150002,70.449997,64.150444,13522700
2017-03-02,70.419998,70.900002,70.169998,70.760002,64.432724,8916300
2017-03-03,70.760002,71.019997,69.879997,70.029999,63.768009,9297900
2017-03-06,70.000000,70.440002,69.779999,69.879997,63.631424,9182600
2017-03-07,69.900002,70.209999,69.860001,69.870003,63.622326,7282900
2017-03-08,69.690002,70.029999,69.540001,69.800003,64.025925,7979800
2017-03-09,69.750000,70.040001,69.559998,69.860001,64.080956,7564500
2017-03-10,70.000000,70.360001,69.800003,70.099998,64.301094,7098800
2017-03-13,69.989998,70.449997,69.709999,69.949997,64.163521,6802500
2017-03-14,70.820000,71.209999,70.720001,70.720001,64.869804,9958400
2017-03-15,70.500000,70.699997,70.019997,70.580002,64.741386,8813800
2017-03-16,70.110001,70.699997,70.070000,70.440002,64.612968,7061000
2017-03-17,70.580002,70.750000,69.809998,69.889999,64.108459,14078400
2017-03-20,70.139999,70.449997,69.709999,69.980003,64.191025,7466200
2017-03-21,70.169998,70.400002,69.690002,69.900002,64.117645,8746800
2017-03-22,70.029999,70.339996,69.720001,70.250000,64.438690,6455600
2017-03-23,70.199997,70.309998,69.750000,69.860001,64.080956,6898800
2017-03-24,69.989998,70.169998,69.529999,69.610001,63.851643,5859000
2017-03-27,69.519997,70.070000,69.360001,69.660004,63.897507,5792600
2017-03-28,69.330002,70.370003,69.330002,70.320000,64.502899,7252200
2017-03-29,70.349998,71.180000,70.309998,70.739998,64.888161,6991000
2017-03-30,70.690002,71.720001,70.639999,71.589996,65.667831,8141500
2017-03-31,71.320000,72.559998,71.230003,72.080002,66.117302,9939800
2017-04-03,72.080002,72.529999,71.779999,71.830002,65.887993,8291300
2017-04-04,71.739998,72.059998,71.529999,72.010002,66.053093,5567300
2017-04-05,71.639999,72.309998,71.559998,71.650002,65.722878,6354500
2017-04-06,71.699997,72.099998,71.379997,71.430000,65.521080,5941100
2017-04-07,72.099998,72.989998,71.800003,72.900002,66.869476,10768000
2017-04-10,72.989998,73.480003,72.730003,73.059998,67.016235,7495900
2017-04-11,73.000000,73.449997,72.930000,73.430000,67.355629,5810500
2017-04-12,73.550003,73.830002,73.250000,73.440002,67.364799,6627300
2017-04-13,73.370003,73.660004,73.150002,73.150002,67.098785,5336400
2017-04-17,73.160004,73.580002,73.150002,73.489998,67.410652,5465400
2017-04-18,73.540001,74.099998,73.480003,73.889999,67.777580,6627900
2017-04-19,74.099998,74.379997,73.860001,74.070000,67.942680,5940600
2017-04-20,74.139999,75.110001,74.110001,74.800003,68.612305,7681300
2017-04-21,74.739998,75.110001,74.599998,74.940002,68.740723,5755700
2017-04-24,75.080002,75.400002,74.419998,74.779999,68.593948,7812500
2017-04-25,74.970001,75.169998,74.860001,75.050003,68.841621,5720400
2017-04-26,75.269997,75.769997,75.169998,75.430000,69.190170,6948500
2017-04-27,75.540001,75.699997,75.019997,75.440002,69.199364,6052200
2017-04-28,75.239998,75.440002,74.930000,75.180000,68.960861,7330400
2017-05-01,75.089996,75.720001,75.089996,75.230003,69.006737,6165900
2017-05-02,75.300003,75.709999,75.250000,75.519997,69.272728,7318400
2017-05-03,75.400002,75.879997,75.180000,75.760002,69.492882,5523600
2017-05-04,75.930000,76.400002,75.830002,76.339996,70.024902,5500800
2017-05-05,76.419998,76.599998,76.180000,76.500000,70.171677,5597800
2017-05-08,76.500000,76.519997,76.070000,76.120003,69.823105,6512200
2017-05-09,76.440002,77.050003,76.330002,76.720001,70.373474,8255300
2017-05-10,76.330002,76.779999,76.190002,76.699997,70.825935,7511900
2017-05-11,76.349998,76.720001,75.930000,76.129997,70.299599,8349400
2017-05-12,75.949997,76.250000,75.370003,75.709999,69.911758,5892900
2017-05-15,75.800003,76.470001,75.800003,76.290001,70.447350,8843900
2017-05-16,76.190002,76.269997,75.080002,75.110001,69.357719,8371800
2017-05-17,75.110001,75.730003,74.959999,75.120003,69.366951,10971000
2017-05-18,76.889999,77.660004,76.129997,77.540001,71.601624,19166800
2017-05-19,77.970001,79.440002,77.769997,78.769997,72.737396,18581700
2017-05-22,78.650002,79.000000,78.300003,78.550003,72.534271,8897600
2017-05-23,78.580002,78.970001,78.440002,78.489998,72.478851,7584900
2017-05-24,78.559998,78.610001,78.139999,78.150002,72.164902,7427000
2017-05-25,78.360001,78.849998,78.150002,78.309998,72.312645,6135000
2017-05-26,78.370003,78.540001,77.790001,78.129997,72.146431,6125800
2017-05-30,78.000000,78.400002,77.930000,78.150002,72.164902,5410400
2017-05-31,78.349998,78.919998,78.220001,78.599998,72.580444,8201700
2017-06-01,78.639999,79.809998,78.599998,79.809998,73.697762,8153100
2017-06-02,79.800003,79.930000,79.220001,79.620003,73.522316,7996500
2017-06-05,79.599998,80.470001,79.480003,80.260002,74.113312,10145700
2017-06-06,79.430000,79.559998,78.260002,78.930000,72.885162,11525900
2017-06-07,79.080002,79.500000,78.730003,79.150002,73.088303,8511200
2017-06-08,79.150002,80.129997,78.230003,78.930000,72.885162,10933000
2017-06-09,79.029999,79.559998,78.720001,79.419998,73.337624,9405100
2017-06-12,79.400002,80.370003,78.839996,79.239998,73.171410,10410600
2017-06-13,79.209999,79.570000,78.889999,79.519997,73.429962,5528000
2017-06-14,79.519997,80.040001,79.260002,79.900002,73.780884,5006500
2017-06-15,79.180000,79.300003,77.760002,78.910004,72.866692,11297200
2017-06-16,73.949997,75.500000,73.290001,75.239998,69.477753,56233000
2017-06-19,75.379997,76.010002,74.519997,75.500000,69.717842,16095100
2017-06-20,75.879997,75.919998,75.320000,75.540001,69.754799,10019200
2017-06-21,75.599998,76.610001,75.580002,76.239998,70.401176,9011400
2017-06-22,76.029999,76.059998,75.300003,75.519997,69.736313,8111300
2017-06-23,75.599998,75.779999,74.550003,74.839996,69.108391,13080300
2017-06-26,74.949997,75.930000,74.919998,75.500000,69.717842,8587500
2017-06-27,75.500000,76.370003,75.449997,76.010002,70.188797,6454400
2017-06-28,76.250000,76.800003,76.139999,76.510002,70.650482,6988900
2017-06-29,76.250000,76.320000,75.489998,75.930000,70.114906,7063500
2017-06-30,76.080002,76.269997,75.669998,75.680000,69.884048,6963300
2017-07-03,75.839996,76.339996,75.080002,75.360001,69.588577,4848600
2017-07-05,75.550003,75.949997,75.169998,75.320000,69.551636,6036900
2017-07-06,75.349998,75.970001,75.239998,75.470001,69.690147,6161800
2017-07-07,75.650002,75.820000,75.050003,75.330002,69.560867,5307100
2017-07-10,75.150002,75.309998,73.129997,73.230003,67.621696,15066700
2017-07-11,73.379997,74.050003,73.330002,73.470001,67.843307,7532600
2017-07-12,73.660004,74.209999,73.660004,73.940002,68.277328,5700200
2017-07-13,74.669998,75.250000,74.510002,75.050003,69.302307,8160500
2017-07-14,76.269997,76.559998,75.910004,76.339996,70.493507,9151900
2017-07-17,76.290001,76.870003,76.190002,76.370003,70.521210,8835600
2017-07-18,76.250000,76.540001,76.000000,76.199997,70.364227,4314900
2017-07-19,76.080002,76.220001,75.599998,75.870003,70.059517,5313600
2017-07-20,75.980003,76.250000,75.699997,76.019997,70.198006,4965400
2017-07-21,75.839996,76.230003,75.550003,76.150002,70.318054,7153300
2017-07-24,76.029999,77.160004,76.029999,76.889999,71.001389,7388000
2017-07-25,77.610001,78.860001,77.389999,78.519997,72.506546,11504000
2017-07-26,78.550003,79.169998,77.940002,78.900002,72.857445,6716100
2017-07-27,78.720001,79.860001,78.480003,79.779999,73.670067,8052500
2017-07-28,79.800003,79.959999,79.540001,79.809998,73.697762,4975200
2017-07-31,79.820000,80.339996,79.690002,79.989998,73.863983,6263200
2017-08-01,80.250000,80.730003,80.000000,80.500000,74.334930,5726500
2017-08-02,80.339996,81.110001,80.300003,80.529999,74.362625,8673000
2017-08-03,81.339996,81.760002,80.669998,80.870003,74.676590,9946900
2017-08-04,81.059998,81.400002,80.209999,80.480003,74.316460,7141800
2017-08-07,80.570000,81.449997,80.540001,81.279999,75.055191,5484500
2017-08-08,81.169998,81.860001,80.900002,81.589996,75.341438,7381400
2017-08-09,81.110001,81.989998,80.900002,81.610001,75.833939,6606500
2017-08-10,81.070000,81.400002,80.550003,80.660004,74.951172,8045000
2017-08-11,80.730003,81.250000,80.360001,80.400002,74.709564,7905500
2017-08-14,80.589996,81.239998,80.500000,80.699997,74.988327,7792000
2017-08-15,80.830002,81.400002,80.540001,80.769997,75.053383,7066100
2017-08-16,81.269997,81.440002,80.540001,80.980003,75.248512,11536000
2017-08-17,78.849998,79.809998,78.330002,79.699997,74.059113,17293700
2017-08-18,79.620003,80.349998,79.279999,79.309998,73.696709,9753000
2017-08-21,79.120003,80.070000,78.790001,79.709999,74.068405,9613900
2017-08-22,79.800003,80.160004,79.709999,80.019997,74.356461,6546100
2017-08-23,80.349998,80.559998,79.879997,79.959999,74.300713,7799300
2017-08-24,80.610001,80.879997,77.849998,78.339996,72.795357,19128000
2017-08-25,78.500000,79.089996,78.480003,78.629997,73.064835,9902200
2017-08-28,78.410004,78.459999,77.860001,78.029999,72.507317,8621500
2017-08-29,77.669998,78.980003,77.500000,78.769997,73.194908,7665200
2017-08-30,78.820000,79.099998,78.519997,78.540001,72.981201,5829800
2017-08-31,78.599998,78.750000,78.059998,78.070000,72.544472,8194800
2017-09-01,78.309998,78.500000,78.209999,78.370003,72.823242,6474400
2017-09-05,77.949997,79.889999,77.900002,79.800003,74.152054,12068500
2017-09-06,79.879997,80.400002,79.720001,80.080002,74.412224,8426100
2017-09-07,80.320000,80.760002,80.000000,80.120003,74.449402,6820800
2017-09-08,79.739998,79.879997,77.730003,78.879997,73.297142,9999600
2017-09-11,79.150002,79.349998,78.660004,79.080002,73.482986,7000200
2017-09-12,79.300003,79.910004,79.169998,79.610001,73.975479,6005000
2017-09-13,79.610001,80.680000,79.589996,79.860001,74.207787,8823700
2017-09-14,79.790001,79.820000,79.220001,79.680000,74.040527,6939300
2017-09-15,79.809998,80.750000,79.269997,80.379997,74.690971,13317800
2017-09-18,80.209999,81.120003,79.949997,80.000000,74.337868,8176100
2017-09-19,80.180000,80.459999,79.699997,80.050003,74.384354,6174400
2017-09-20,80.169998,80.559998,79.870003,80.500000,74.802505,5318200
2017-09-21,80.570000,80.570000,79.720001,80.010002,74.347176,6430300
2017-09-22,79.889999,80.080002,79.250000,79.529999,73.901138,5755300
2017-09-25,78.919998,80.099998,78.860001,79.150002,73.548035,8547800
2017-09-26,79.040001,79.540001,78.919998,79.389999,73.771042,5835300
2017-09-27,79.419998,79.570000,78.669998,79.290001,73.678123,6314600
2017-09-28,79.000000,79.080002,78.120003,78.949997,73.362190,12372800
2017-09-29,78.849998,79.000000,77.980003,78.139999,72.609543,10353400
2017-10-02,77.900002,78.830002,77.500000,78.449997,72.897575,7709200
2017-10-03,78.830002,79.660004,78.750000,79.220001,73.613083,7936700
2017-10-04,79.269997,79.779999,79.070000,79.089996,73.492279,6173400
