Date,Adj Close,Close,High,Low,Open,Volume
2020-01-02,74.09645080566406,75.0875015258789,75.1500015258789,73.79750061035156,74.05999755859375,135480400
2020-01-03,73.3760986328125,74.35749816894531,75.1449966430664,74.125,74.2874984741211,146322800
2020-01-06,73.96076202392578,74.94999694824219,74.98999786376953,73.1875,73.44750213623047,118387200
2020-01-07,73.6129379272461,74.59750366210938,75.2249984741211,74.37000274658203,74.95999908447266,108872000
2020-01-08,74.79708099365234,75.79750061035156,76.11000061035156,74.29000091552734,74.29000091552734,132079200
2020-01-09,76.38582611083984,77.40750122070312,77.60749816894531,76.55000305175781,76.80999755859375,170108400
2020-01-10,76.55851745605469,77.5824966430664,78.1675033569336,77.0625,77.6500015258789,140644800
2020-01-13,78.19415283203125,79.23999786376953,79.26750183105469,77.7874984741211,77.91000366210938,121532000
2020-01-14,77.13827514648438,78.16999816894531,79.39250183105469,78.0425033569336,79.17500305175781,161954400
2020-01-15,76.80768585205078,77.83499908447266,78.875,77.38749694824219,77.9625015258789,121923600
2020-01-16,77.76982879638672,78.80999755859375,78.92500305175781,78.02249908447266,78.39749908447266,108829200
2020-01-17,78.63080596923828,79.68250274658203,79.68499755859375,78.75,79.06749725341797,137816400
2020-01-21,78.09793853759766,79.14250183105469,79.75499725341797,79.0,79.29750061035156,110843200
2020-01-22,78.37671661376953,79.42500305175781,79.99749755859375,79.32749938964844,79.6449966430664,101832400
2020-01-23,78.75415802001953,79.80750274658203,79.88999938964844,78.9124984741211,79.4800033569336,104472000
2020-01-24,78.52719116210938,79.57749938964844,80.8324966430664,79.37999725341797,80.0625,146537600
2020-01-27,76.21808624267578,77.23750305175781,77.94249725341797,76.22000122070312,77.51499938964844,161940000
2020-01-28,78.37423706054688,79.42250061035156,79.5999984741211,78.04750061035156,78.1500015258789,162234000
2020-01-29,80.0147933959961,81.08499908447266,81.9625015258789,80.34500122070312,81.11250305175781,216229200
2020-01-30,79.89883422851562,80.96749877929688,81.02249908447266,79.6875,80.13500213623047,126743200
2020-01-31,76.35623168945312,77.37750244140625,80.66999816894531,77.07250213623047,80.23249816894531,199588400
2020-02-03,76.14654541015625,77.16500091552734,78.37249755859375,75.55500030517578,76.07499694824219,173788400
2020-02-04,78.66041564941406,79.7125015258789,79.91000366210938,78.40750122070312,78.82749938964844,136616400
2020-02-05,79.30183410644531,80.36250305175781,81.19000244140625,79.73750305175781,80.87999725341797,118826800
2020-02-06,80.22943115234375,81.30249786376953,81.30500030517578,80.06500244140625,80.64250183105469,105425600
2020-02-07,79.13888549804688,80.00749969482422,80.8499984741211,79.5,80.59249877929688,117684000
2020-02-10,79.51476287841797,80.38749694824219,80.38749694824219,78.4625015258789,78.54499816894531,109348800
